Username,Summary,Userhistory,label
DKBO05,sad,"Thank you!!!Trump- always keeping it - I look forward to his daily briefings! Can anyone think of any situation, ever, wher",0
rekeebhutia1,sad,Well our baby shouldn't be sad How cute he is I can't believe lil meow meow Ohhhh........this reminds me of red suit the way look on that suits I can't even put the right wo,0
sandeep_PT,sad,"Across India, this seems to be a trend. People are not revealing the infection even after death. This is due to feaWhat a sad state of affairs. Do we even deserve these good souls putting their lives in danger for usWe don't have it, and we won't have it for many years. The implications are very grim.Worth trying, reallyRecovery rates eventually will be upwards of 90%. Yes, that's right, 9 out of 10 infected will return back to normal lives.",0
thaliann_,sad,"Id probably fucking die if I ever scuba dive, my anxiety is too muchAhora estoy viendo 47 metors down &amp; me est dando una ansiedad cabronaaint ever getting on a boat again.",1
AlanBixter,sad,It is what French recipes say to do! I think they must all have Aga cookers or something.,0
juliamorrone1,sad,count ur house slippers out of thisUGH!,0
blodclottt,sad,Does anyone else get extremely twitchy when youre anxious?Like Im talking about looking like you have tourettes type of twitchesWish this little anxiety thing would just leave as fast as my dad didGirls night looks like a cute colorOo nice,0
Bryaan_A1,sad,"i wouldn't believe it, i'd think it's a trap or there's a catch... and this is what most men would think.wowthat's why he's keeping you home furtherthis meme?",0
GurgleHurdle,sad,"He that is jealous is not in love. St. AugustineIsaiah 41:10 fear not, for I am with you; be not dismayed, for I am your God; I will strengthen you, I will helpFind out how much God has given you and from it take what you need; the remainder is needed by others. St. AugustineDo you wish to rise? Begin by descending. You plan a tower that will pierce the clouds? Lay first the foundation oOrder your soul; reduce your wants; live in charity; associate in Christian community; obey the laws; trust in Providence. St. Augustine",0
HermienElago,sad,Cape Town Fish Market.Word.,0
1O1_Ahmed,sad,im happy sad scaredi don't know without you what i would doi just don't know what to sayi just downloaded a 40 giga gameand it doesn't open,0
lina_girgis,sad,"No, they're not ....is a collection of revealing hidden existential moments in the lives ofMy book of the coming soon",0
zadiaz,sad,1 week of 4 phone calls. 3 pointless trips to the Chemist. Anxiety and panic attacks. Finally got them yesWe're you on a short holiday? Or do you reside here in the winter months? Are you in a privaWhat tourists? Where? Who? Stranded where? Please give more info. This is the first I've heard of it.Jajaja exagerado2000 Americans died yesterday. No acknowledgement. And his cult followers don't care either. It's,0
TsuvukaThemba,sad,My bigest fear is Loss of further income how am i going to survive without a source of income??My bigest fear is to lose further income how will i survive without a source of income??,1
lysssat_,sad,its gon beeee okokniggas are weird,0
Rydo111,sad,"We lost our 6yo Border Collie about 6 weeks ago. We cried for two weeks. It's still sad now. I'm really soMy TV projects... I human. You should give a go.I thought they were in for rude awakening during impeachment. I was wrong...by a long way. CompletelI don't think it will matter. Nothing ever matters for the GOP, MAGA supporters or the Trumps. There is no bottom.So... there were no other viruses around before SARS-CoV2 came along?",1
BLoue_,sad,"Guess what, doesn't want me to be able to cancel my subscription to an app I don't use anymoreWhat a surpriseTrop",0
eleynnna,sad,Hys,0
SanDiegoData19,sad,County Only 9 under the age of 70 have died. 80% over 75 and they had lots of other problemWilma Wooten must be fired! These overreaching nonsense health orders! The educated doctors from UCSD.Very impressive. Finally. Wake up! Wilma and Nathan should be ashamed of the presentation. Only 9 underNot true. Data. Data. Wilma and Nathan should be ashamed of the prWilma and Nathan should be ashamed of the presentation. Only 9 und,0
Borrielllo,sad,"Oh shit! Makes perfect sense...If this relationship was good, these guys would kill duos mahn... It sad though!Word!Mtemi mwacheni alivyo...Haha! Kondakta : Dogo washuka wapi? Twataka geuka bwana?Dogo : Shusha Usenge!......",0
Knuckle_HeadTV,sad,"Well thats it right there then. Combine them and hes unquestionably the best imo. BHahah I try my bestSorry if this is riddled with typos, its 3:40 here, I stayed up to watch TCW lol so Im tiredBut I understand if thats not what he wants to do. He has a daughter, lives on a farm and makes a living making loIts quite sad, but Ill forever be grateful to him for how inspiring his performances were to me as a kid and stil",0
or2doxor2graphy,sad,"Bit sad our boys in black are only getting a white dwarf release and not a book, but I finally painted my PrimarisGundam recommendations? - Iron Blooded blooded Orphans (on netfli- 8th MST - The War in the PocketThAll good, now is not the time for shameTangential to the previews, but I need me a zone mortalis hive warzone box",0
junmyeolo,sad,"Aaaaand that's why wonho stans and mbb are separate, imagine being sad that he isn't out of job and career and deciOomf said fluffles cus it means ""a group of bunnies""",0
simonlawton,sad,Well done mate!Struggling to trust God right now? Fearful? Anxious? Worried about the future? Discover how to trust God like neverUnless A Kernel Of WheatHow To Kickstart Your Prayer Life,0
Sara_the_intern,sad,"i was really sad about Castro.i had no idea how most candidaok you LITERALLY HATE PIE. AND CHEESE.2. is very smart to add inarbys and shake shacktheir old fries, yes.but they changed them a few years ago and now theyre shit",1
LudMarx1,sad,Good Morning ave a Happy,0
LizardRoseN,sad,"unfortunately what i have is a single scene, NO idea of a plot, and the idea that the way you becomeokay but now i'm really curious how she and GRIEF would get on, because he takes the no-when i'm done with my rubin fic i'm going to work on developing the aglayakaterina(aspity) fic because i just thimy instinct is that they're surface-level familiar, and i think any deeper connection would be antagonit would also be really neat if aspity and rubin know each other, since they're connected through isid",0
sryifimannoying,sad,"the off gabe in question:im sad and this playlist hitting um what else could it be... me talking to someoneBYEwell obviously, with the mental capacity of a sharpie-",1
lovemaze541,sad,thank you for your service. its highly appreciatedim so sad15,0
_sheskaycee,sad,I miss project z and watching:( hes so awkwardFinesseSad when somebody knows they messed up and tries to play the victim in the situation. Please take fault for your ac,0
berginnatasha,sad,They have been quiet for a long time if frascatti is anything to go by still very sadYes...I heard thats going to be missedI miss,0
Adedarah_,sad,"You're not the only one dear. Sometimes, I want to joing gang but there's this fear of spoiling my skin",0
berealwitmeee,sad,LMAAOOO,0
dawnsgeddes,sad,"Hello I've been trying to contact you through the email address on your website with no response, iThe equalizer bit really struck me too. For many people they can't afford not to put themselves at ris",0
Thokozani_M1,sad,Ill never understand why some parents wont pay school fees yet they eect salaries from their own employers! SoNo I meant there isnt a point in her tweet. She cannot eect teachers of all pThere isnt even a point here. Ikaka nje qha!,0
yoOdioconangray,sad,"OTD??? off the derech?listen, im going to bed now but you have fun with that. read some chomsky",0
Phili_R_Lauren,sad,That's a sad ybe son.Yall gals could do more than throw ass? Just asking.Back den.. Did it all for a pair a shoes baby. Looking back at it... I could not understand my viewsWhen you spray baygon on the roach!,1
VinciTheStreamR,sad,quit being a morondude join backIf aaron wasnt here i think id have about 30 anxiety attacks playing with joJoHance is giving me anxiety.no one is going to sell you a pc for $300 and the only thing wrong with it is a power supply.,0
zbingledack,sad,"Bill Gates - Imperial College connection. The scare tactics were to get us to accept his vaccinations.Class action suits. A tidal wave of class action suits.Updated March 26, IIRC. New data came in.",0
PROSNOW_EU,sad,"Bad news for the promotion of scientific results &amp; commercial eloitation, in a perfectly suited confe",0
deartaekook,sad,Allah.. stay strong. semoga dipermudahkan*akk hmm biadapnya guna aku,0
vntiil,sad,i wish my brain would just shut the fuck up i literally can never fall asleep im so sadstill stuck in a spiiiiiralllllcant sleep again loleli cute,1
_taraah,sad,HmmmmmSure,0
GriefUK,sad,"Ruth, I cant imagine the pain you must have felt losing your brWeve also got Grief Recovery Specialists around the country andIt's important for us to realise that all grief is unique. Rather than comparing our losses and trying to figure ouWeve done a blog about it today. Seeing lots of people suffering with no sleep. Hope tHope this helps!",0
AlexisRenae__,sad,"Ive been getting so much anxiety at night, esp when it comes time to sleepI guess kind of like other countries have done where they drop off boxes of groceriesfresh produce homes so thatAt the rate this is going, would it be bettereasier for the food banks &amp; other assist. programs to drop off boxes",1
Sammlesie,sad,"That's so scary and sadI'm so sorry for your loss Janet xyou are my local TDs I have sent you an email, would really appreciate anyou want people to cocoon, and then we are eected to literally give up all elements oThere are 6 of us here, 2 autistic chaps with restrictive diets, a little girl with a rare genetic syndrome, a teen",0
voxmira,sad,"These ones? In vienna we used to hang them on budding willow branches. Too sad to do this in autumnAh, the qualitative, supporting the quantitative &amp; epidemiological.Now *that* is a good reason for the rest of us to be pissed off about where our tax dollars are going!In effect, Hooton is complaining about the Govt listening to advisors and, despite having a range of imJust a bleat - You'd think some cyclists would take the opportunity of practically no cars to practice riding on th",0
dstndrey,sad,Ill wait for you even if it takes a lifetime,0
simpclownbitch,sad,This video is SENDING MEEEE IM LAUGBINGIm sad because Im boredIm sadWe deadass were born only to die so might as well spend your whole life doing whatever the fuck you want and beingIm hyper,0
sorrowsins,sad,Ill delete this account in a couple daysnew acct:,0
wimpygoth,sad,lol the end of s2 makes me so unbelievably sad i dont even know why im watching itspecifically thishe has knobby chicken knees and thats faxi just see like uke twink ...hes just simply an ugly punk man let him beHIM HIM HIM HIM HIM,0
Faded_IC,sad,Damn pearce got shit on what a surpriseBig passionYou areYeah but you actually have to have the cartridge,0
kissyyhs,sad,THEWYA THAT OUR CONVERSATION STARTED WITH IS BORH BEING SO FUCJINF SAD TO NOW THISJDHDISOSJS IM SCREAMIDNDHSIVE LITERALLY BEEN LAUGHINF FOR 2 HOURSJDHSJSJan accurate representation of valerie and i texting eachother for months,0
LoochyTV,sad,"Think about it. Weve seen game companies getting reallt creative with surprise launches recently.Why would theyVALORANT THEORY:This entire closed beta is just a stress test for the servers, and to generate massive hype andIf you could change something about it, what would it be?",0
_moreshocky,sad,People are tired of betrayal.,0
barrientezar,sad,I am so sad that I am not going to be able to say bye to some of my favorite coworkers that won't be returning next school year!!Well shit!!My happy place will forever and always be my BED!!!Well let's go right now lolWhere are we supposed to get drunk at now??,1
itsCAMpliicated,sad,"I think we'd be a lot happier if we managed our eectations better, but isn't that a little sad, too............What are these feelings caused by CLOYGrateful for todayYung may meeting ka bukas kahit holiday kasi ano bang gagawin natin sa bahay diba????????? HAHAAHAHA gusto ko maging bored plsYES PLS IM SO GAMEEEE",0
zohaliciouss,sad,What u mean I dumbI feel so ashamed to be sad on the internet . Sad how emotions are viewed as weak :but hey Bernie 2020&lt;3 u must mean itIm sorry but if the only way you can demonstrate youre an intellect is through Twitter and writing smart tweetsI am that mad I delete my tweets 4 seconds after posting them,1
ninner_alicier,sad,I liked it a lot! I kinda wanna go back and get a 100 because I ended it at B. Im def sad I finished it*beatI just best Luigis mansion and now Im sadSo goodShoot my punches were louder than that!,0
KenyapapMaina,sad,"Sad, and esp during this pandemic. One day Kenyans will rise against this inhumanitythinks people of muranga are fools. Please drop that avocado bill. Remember the National govt dropped miBy introducing archaic overcado bill? please forget. We the elite of muranga we are going to use legal mIfikie all commissioners at",1
LizBarrie,sad,So sorry and sad to hear this. Sending love to Mrs DFabulous photo!Love it!,1
mguerreroox,sad,"Even though he irritated me throughout Part 1, I actually felt sad when Berlin died at the end of Part 2 inIs it me or does it feel like its a never ending Sunday?Surprisingly, Wednesdays have been my homeworklisten to lectures day",0
Miss_loneli,sad,There are times in life u r sad at its peak If someone asks u will break down n cryForgive me if I hv wronged someone May Allah bless everyone on this beautiful nightPuch lo kuch menu viOr kitni lambi hai Ye gam ki sham...,1
yungdepressi,sad,"I was told this by a girl once, I blushed so hard I hyuckd like goofy",0
esnylwt94,sad,"""it's not the end I'll see your face again"" hits different",0
MlunguMitch,sad,"She really is shameless, isn't she!Agree!No rights are absolute! Ever!",0
Suseq6,sad,So sad. This really shows us how far we have come as humans. We need to change.,1
ceist1,sad,Today we commemorate the crucifixion of our lord Jesus Christ. Although this is a sad day it is known as,0
Lexis_Marieee16,sad,My therapist brought up the effects of transgenerational trauma today and I cant stop thinking about how generatioTropical Cyclone HaroldTheres literally a tropical cyclone killing people in the Polynesian islands &amp; I havent seen a single person mention it... so theres thatIt feels so strange to be this excited about someone againTodays my grandmas birthday and her friends threw her a little birthday celebration &amp; we FaceTimed to sing her hap,0
Incognitah_,sad,I think Imma start with the one you recommendedThat shit the Chinese are doing to Africans is sad as hell. Fuck all of them and the tiny weiners they carry all day longI'm tryin to but yo03X18,0
theblaccgod,sad,"Stssy, FEAR OF GOD, Supreme.Happy Birthday sirIt took me 2rhrs to post this.SYRE - Jaden SmithBig conspiracy - J husJesus is born - Sunday service choir Clone wars IV - SDCLove story - YeLmaoo. Get a job uncu.",0
hell0_vy,sad,My week on Twitter : 6 Likes. See yours with2 people followed me  automatically checked by,0
nashyniice,sad,"could've been me protecting myself, i could've been a foolyou have to learn respect first in order to understandthe heart doesn't give in, you doit kept rising",0
NanaVLee7,sad,"why, Laura?",0
sandyst72238360,sad,"It is heartbreaking and a very sad time. These were people that were unclaimed. It appears to me thaHe knew about the virus way before January.You should be okay with lying...DJT has lied to the citizens of America over 16,000U.S. Intel Warned of Coronavirus Threat in November: ReportThis",1
Party_Scientist,sad,Sad I missed it today!Yeah you will.,1
KatherinxLuna,sad,Im just tryna fall asleep &amp; my anxiety keeps getting worst...,1
MusadiqDar2,sad,Its absurd how people nowadays find it spiffy to quote verbal abuses while addressing on SNS. It might sound cool,0
dafumes,sad,I want to swim,0
lifeiscruelonme,sad,Going to sleep sad again. Goodnight everyoneI dont know any feeling besides sadIn the PS4 party talking about heartbreaksWhy do I feel so lonelyIm always the problem,1
TaitoKen,sad,"Where do we sign to send this dude to a camp in Xinjiang for 15 years?Sad but true... For now.Spot-on (also, shaking my head )Sure. Or you could just 51% BCH",0
kleivii,sad,"Clo is such a bad bitch, luv heryeee my schedule next semester looking",0
BeyondHatrez,sad,"Same way we give consent for private parts, the consent must be given for the phone.I can't countIf we are going in each other's private parts with no invasion of privacy, then phones are not off limit either...My stanceSome analogies are used to take something bad and devalue the stereotype attached to it, it's same as blackHow is it badly dressed if its still the same person wearing, maybe it just brought out the ster",0
MexicanJanimuc,sad,WTH?EugenicsThis,0
aineinani,sad,Best weeeh. Ending sedih giler!!!!,0
hadiya_habib,sad,"From the little evildoing to enormous, may Allah pardon all of us on this valuable day and guide us on the right paThank you.",0
profbarrydoyle,sad,I cried!,1
Noonie3x,sad,"Guidrys the key to the streets anywaynow I dont let my past control my future, i just let it guide me betteri feel like chick was right person, wrong time. my insecurities made me fuck that up tho.coolin",0
uzilovesloona,sad,"nighttthighkey wish i had a twitter bff5adtwitter not letting me tweet sad again since i already twitted it, let me be sadsad",1
nighto_,sad,SADMissing life before quarantineWOW,1
SambieCos,sad,"me: wow I'm sad right nowalso me: if I don't read this angst I'm going to die, I need to be SADDER",1
DJDJ18,sad,"Generally even the rich don't ""serve"" money. Other than a few addicts.",0
ExasperatedTory,sad,Well said Deborah!!!!Fantastic stuff Steve!!!!I hope he does end up having in prison.,0
ChetanNature,sad,"I really feel sad for you, you fought so hard in all debates for the abrogation of 370 and yet nothing iits very shameful that people are suffering so much.Is sushant sinha feels bad for 6 lac migratory labors?Can u measure the pain of this mother? We can bring ppl from abroad but couldn't help this mother ?Millions of peoAre you missing you booze or what, there are better things to share in such unprecedented times. Let's focus on s",0
itslolo56,sad,always choose yourself.people will never give you your true worthSo sadMiss youi missed having late night talks,0
carlsl,sad,"Care homes for older people across much of Europe and North America are struggling to cope with the global coronavirus pandemic,!!!China reported 42 new coronavirus cases on Thursday, 38 of them imported, along with one additional death in the haOne in 10 Americans have lost their jobs in three weeks!!!!!More than 16 million Americans have lost their jobs in just three weeks in a measure of the economic devastation wreaked by the coronavirus.",0
Jerseyshore06,sad,"I mean from that perspective, where 699 Million under the total of the HUGE swine flu virus. Again NO shYea I think its kinda ridiculous though, as these ignorant liberal Elites are purposely striking fear in",0
universejinho,sad,hegood morning from moon who is still sleeping zzzbro...i am GAY i'm so gay i fucking love girls,0
emilycgallegos,sad,lmao sorry for these tweets but it really do be sad boi hoursim not saying that i care. i mean i do. im just not saying it.lol fuck u :,1
yawp_er,sad,Lmao what even is this threadFoodWhere did u find this,0
KevinMcVann,sad,It's A bit like Being 5th choice for the Lead Roll in a Movie BecausRemember ..................................Well Just when you thought the Labour Front Bench Could not get any Worse under Corbyn ....Here come Starmer's BuHe soon will be When they Take over the Party ....Wont be Long Now .Well if it Ain't DOLLY CLOTHES PEG ....Why Deal with an Organization that is Falling Apart Dolly ?,0
almondfairyy,sad,my friend put a song on their story that reminds me of the worst year of my life and now I feel sick and uncomfortable and sadwell everything aside from the obvious lockdown but y'know I can think of much worse people to be stuck withI'm but everything is so it's coolmy favourite activitythis is the meal of my dreams,1
sokpeku,sad,It sad very sad am a victimThis is getting serious,1
sandrakunkel4,sad,lol that sitting in the shower feeling. cuz ur just too tired to stand up... same shit different dayUUUUUGGGGGGGHHHHHHHHHHjust incase you forgot someones always lurking,0
Lee0456lee,sad,Where tough?Plese do not let them put anymore in this we do not want their pork. Should not have let them get,0
TaxiiRadio,sad,nsfw TWif palm trees were a pimp I would be their whore byenot to reply to every tweet but-,0
LennaLeprena,sad,The Doors - Roadhouse Blues [ HQ ] via,0
anuradhamax7,sad,So sad to hear this news . May her soul rest in eternal peace.I would have given this challenge a shot... But the reality is if I take the frying pan from the kitchen aBoo Yeah!!List of Milk groceryvendors for sealed sectors in noidaTentative timings for above 10am-1 pm ; 4-6 pm;,0
arivicrios,sad,"A ver, C3MO QUE NO?My therapist: what do we say when were feeling sad? Me: my sadness is fictitious and my booty is deliciousLos mami siempre sern un turn on cuando son de la persona correcta jiji",0
Grayboy452,sad,November is gonna be bigly sad... tremendous loss loading for someone who always lies...I wonder who that might be?HahahaJust love the smell of freshly baked panic pie in the backgroundRatings bigly important..nobody does ratings like Trumpy does..people dying eat cake..Ratings ratingsYour mama,0
KittyEmm,sad,"Oh noUm, there's no such thing as too much Easter chocolate",0
iiivm8,sad,Sad days,1
avrxel,sad,took a test turns out im 100% a disappointmentbreakdown  371 day ???bigat,0
W_MustangHD7,sad,Shes half Bosnian an that half comes from her mama. Aint no fear over hereOne day.I need to get my money for child support dawg relaxThats hurtful,0
DcGatchalian,sad,"A silent preacher is no better than a dead one.- Pstr. Jentezen FranklinFear will drive you in a cave.If God has you in a waiting period it's not wasting your time, he's training you.Panginoon ang puso ko'y sa Iyo magpakailanman",0
_bambikoo_,sad,Same babes... I don't have good connection rn. I am sadBut I wanna helpOhOk then. I will help uWhy r u drooling ?,1
wakuthyolo_,sad,NopeLiveGwt irritatedLittle,0
ilovejuliebae,sad,"I'm so sad for we'll still support you no matter what and watch this til the end of seriesHahahah! Tara book na!Everyday samgyupsal siguro silaTold you PILIPINO talaga ang problema!Something in the rain, one spring night, the third charm, when the weather is fine,",0
mutualrespec,sad,PERIODTWhoever put this on my tlLET ME LIVE FOR TODAY OKAY I'M HAPPY,0
mp7t_,sad,"no matter what happened in your life, you can start over.dont worry , the right one won't leave !",0
maicannna03,sad,Ok backread tayo sa mga kagaguhanKarma is a bitch bruh.Dapat di ka na lang dumating at nagparamdam eh.,0
aakashrastogi_1,sad,Indian's have always been blamed for being terrible Tippers but thisPandemic has changed it completely since noDue to less Pollution in the Air now you can see Bandra from South DelhiLooks like you'all are watching this amazing TV series called LIFE .. Allow me to give you'all a Spoiler The GoRamayana has changed my vocabulary so much That I don't say BITCH anymore I say KULGHATINI,0
doy6on,sad,IM SO EXCITED FOR THIS UGH I LOVE LESBIANSnot this on my tl again ... IM SADily babyhot,0
bonniebenzz,sad,Now Im sad bc I didnt see them at coach last year )))):Glad dvsn is getting the attention they deserve!!! SEPT. 5TH was a great album!!Methese stay-at-home festivals and IG live-streams are probably one of the best things coming out of this pandemic,0
Jocee_1301,sad,Ok Im drunk and sad hahaIf i have your number saved you should feel specialSe me antoja una michelada,1
xiumwx,sad,"You start to live the moment you stop competing with others.When you make a mistake, respond to yourself in a loving way rather than a self-shaming way",0
kapplya1,sad,so now I know that the Irish drink an average of 131.1 liters of beer a year:,0
thinwhitedesert,sad,it was so better a week agopt. 2maybe i need to turn notifications offthank u im writing more and now im rly sad ah ha hai dont think this goes together very well but it s okay,1
badlymadeboy,sad,"Previous materialIts different to precious material, but familiar enough to draw you in. I like how shes constantly pushing the boundaries.Listening to the album right now. Shes been a constant in my life the last few years. Talented as heck.Yeah, the whole album is a thing of beauty. Exactly what was needed.Listening to the new Laura Marling, which is making a sad man feel a lot better.",0
blueisbiru2,sad,Don't be sad bruhh...Everything gonna be okay bruhI did it bruh lol,0
difelam,sad,Serves the right for believing himNromelle apple cider le Cinnamon tuuI'll sent you Lemons and aloe,0
wtf_orpheus,sad,"the problem with that is that the casualless skilled demographic of players will avoidThis has been one of the shittiest weeks of my life.Grandmaster Nightfalls are super lame. Not even gonna bother tbh, have plenty of mats and etics.",0
kirinjaan,sad,"Tbh I just didn't know anxiety couldwould rise from grief: fear of dying, sure, but this feels inchoateOoh, the coffee + no food thing seems so obvious, and yet is totally a thing I do too. I'm bad with routcold, deep, dark water is astonishing. Rapid breathing, chest pain, immense pressure, panic, uncertainty, and the bthink anxiety may function similarly - I'm not consciously thinking about something bad, I'm not imagining worst caNot doing much, &amp; there have still been some moments. I can feel the magnitude of it, waiting. Its weird, too. My b",1
raisingwolves_,sad,I went from 50% of my projects being put on hold or cancelled to my inbox being completely blown up. Its a blessinSeriously! Love this.,0
asxhwinxcutie,sad,im late againnn ;ccan you do another one? the first one to likecongrats! ovoaw sad i'm 3rd ;c,0
stanthenya,sad,"stan the nya hisses due to anxiety, he's sorrystan the nya is sleepystan the nya purrs in comfortstan the nya is scratching the furniture againstan the nya has had enough",0
cactwerk,sad,"SURPRISE, SUPRISE. Spicy weekend it is.Thanks for the opinions! If you voted for something else dun worry cause IThanks!! I think you can hardly tell hes supposed to be wearing tights oops... but either way I like moLol tru! Although I havent decided if Ill do that or ambiguous yet, hmmmI shouldn't be too surprised it's turning out this way huh",0
ikhnessmonster,sad,Be ready to fear for your life every morning. Its like living with a tiny terrorist. You never knThis is my son Kylo. Hes a free elf.,0
gpkillerbee,sad,So sorry to hear this sad news.,1
Poppy_Zone,sad,Shaking hands is over. 'Spit greeting' is our new best friend.It's like you never leftMy partner spent like 10 minutes trying to elain how time can move faster because of gravity and my only response,0
anoncuzynot,sad,"This makes me sad, I'm sorry Ryan",1
91_SMOKE,sad,This Chris Benoit Ringside Episode sad afFareal tho especially when we coming to work n its people calling out,0
youngboymyst6c,sad,my Air Force ones prolly sad bc we aint gonna kill no one no moreion get how tf you can start a onlyfans but you cant start a good relationship with anyoneI cant say good morning anymore bruh you think ima just simp for you afterwardsyoooo what the fuck im 58Wheres the extra Im out here coughing,0
RobertT24096270,sad,Have never played any final fantasy everHow is Korea doing better and thats kinda sad that they areBatman,0
jennafuhl,sad,"jyler periodtUR BABEYPeriodt. This isn't a ""oh i think jyler is better than jebby"" it's a real person's mental state luv. you want sad sbruh .THAT'S HOW YOU BREAK COMPUTERS BRUH",0
Konyjenn,sad,Youre better than her or you need to add 3 eggs and then milkThan is a comparison while then is kinda similar to saying and or adding something20 &amp; I dont fear a damn thingYoure trippin...,0
CPConrad,sad,this made me realize i have been working towards becoming michelle williams in certain women for the last four years,0
uglygirIfriend,sad,y is it sad i love life i love gains..ENOUGHSOTP IT,1
winlapinou,sad,"""A friend."" Win said.""Room 221, sir.""There's no traffic so he arrived earlier than he eected. He went straight to the nurse station and ask if perhapsHe was restless for the past few weeks. Thinking if he should meet this guy or not. But then he decided to just go,The hospital where this Bright guy is confined is only 2 hours a way from his place. But he brushed off the idea ofHe found further details about Bright and only God knows why he suddenly want to meet him.",0
SavageJ__,sad,And please dont reply to this ur just embarrassing ur selfLoool nice YouTube channel ur jGet a job this is all you do with ur life its very sad ur pLool dam u got jokes u soo funny ur the clown from all them jokesYea how many are left,0
larenkiz,sad,Sometimes when I lay sideways tears leak out my eyes. I wont even be sad they just come outTwitter wake up ! I cant sleepThis was a good day,1
KaurAishu,sad,"I'll ignore like 18 people no problem but if the 1 person who I do wanna talk to ignores me I'll be sad and miserable for like 6 months.Shoutout to myself for ruining my own life.Auytt ke kha gayi jatt nu, hun mukardi ae.""Ok""  arguing.",1
wrysmile9,sad,"Youre moving to the dark side, eh Camilla?Incessant drip-drip will undermine our Government, exac",0
yanceysl,sad,"Exactly, the COUP-FLU!",0
OrlandosWLD_,sad,I dont want to eat anybodys mac &amp; cheese if their arms dont look like they can fly.I threw a boomerang 5 years ago. I live in constant fearHours,0
Matt28_Dtm,sad,Sad how you ruined something so special. And thHoping to god to find what your looking forEverything around you is an influence. Either use that to your advantage. or let it use you.,0
OriginalKenyan,sad,"Yaani....I am forever grateful for the sacrifice Jesus Christ made for me in the cross. Through the cross I am made new, my",0
LexiCat40,Expectations in relationships,"Not entirely sure i understand but my take on discernment is that it is good judgment often divinely inspired or fr. Great insight!. I agree ! Unconditional love is wonderful if it is mutusl that is why it is so rare for me it exists for dogs and babies. I think itas a term thrown around and used to manipulate and take people hostage . Although there are pea. Someone put this on one of my accounts , do people. Believe in unconditional love? My sponsor and her husband seema. You can only get sober for you and because you want to. Your husband drinking a lot or even drinking at all, da yes! We are self-aware of the unrealistic expectations we have of others - how they should act towards us.",0
LexiCat41,Reasonable expectations,Thank you that clicked ! In early sobriety we must learn to trust our feelings and speak out in a sane (new for me . Yes those are good examples of reasonable expectations but if not met ? I wouldnt want to get ang. Well yes absolutely! Ok in regards to dating . Issues like fidelity and honesty. Thats where a sponsor comes in extremely hand.,0
LexiCat42,Is expectation appropriate,"I agree but my question is do you think there is any time expectation or standards are appropriate? Where does. Like married life lol. A question for my friends . Is there a time where it is appropriate to have expectations ? Is there a difference be. Perfectly stated! A lot users in program. Pray for discernment . In meantime no rides . New meetings to start over in a more self-respecting, boundary-setting way lol. I guess its true in any. Well i am very sick but am getting better through this spiritual program, if you are new and a female realize that.",1
SadTrumpClub,so sad,"Trump is so sickening and yet, some people still believed in him, so sad. This is sad: trump laments that debbie dingell voted to impeach him despite the fact that he allowed the normal state president trump realdonaldtrump was denied a fair trial in the sham house impeachment inquiry now thedemocrats are cla. His mind is so open, half his brains fell out! Sad. Sad. To think i supported him fully against the tich bin total betroffen. Us-president realdonaldtrump halt in davos eine rede und lobt seine eigene wirtschaftspoliti. Yes indeed!",1
dxnecuevxs,Fave video,"This is my fave video rn. Sending warm hugs to those people who are fighting their battles silently. Walang bagsak. Wag na gumawa bat gagawa hahaha char. Gusto ko na umuwi wth. Retweet for good luck right now or one of these will happen to you. Nakakawalang gana. Pabayaan ako is so damn easy. I'm tired. I am physically, mentally, and emotionally tired. Syempre dane yan eh hahaha. Sana all kasama. Bat kasi nabuhay pa. Lahat na lang ba? Wala ka talagang kwenta dane.",0
larryaretheshit,Performance at Brits 2020,"Yep, these artists are actually performing at the brits 2020! ! ! !. Im a small account but guys p. Also wonder what she wants to bribe me with",0
woosanshines,I donƒ??t like my birthday,"I do wanna thank everybody who did wish me a happy birthday though, i appreciate you all more than you know goodnight. Im sorry ive been extremely off and unresponsive, its nothing anyone on twt did. My birthday took a really. Today was the worst birthday ive ever had. Probably gonna stay off my phone for the rest of the night. Wow that hurt. I donat really like my birthday much, but it is nice to be remembered. And itas honestly sad that my toxic ex fr. Literally felt that. The shit we do for them .",1
SadTrumpClub,Nobody likes Trump,"We the true patriots protestor with class! We dont have childr. The sad thing is the dnc knows bernie is too far to the left and will scare the moderates with all his talk of free col if potus is a racist, as the dems and their corrupt, lying msm arm claim, he'd better change his act -- because maganomic boys playing with toys while trump and mcconnell sellour democratic republic to the russians, saudis and a hillary clinton in full: a fiery new documentary, trump regrets and harsh words for bernie: ""nobody likes him"" and sometimes, trump just seems unable to turn off the television.",1
SAD33Q_,chelsea,"Edinson cavani chelsea: - interested? Yes. - bid? No. - favourite to sign him? No, atleti are pushing. - cost? M greetings to yall, we have these beautiful medium holland available, come and buy for your loved ones. Name; miss lin.",0
